;Reference Security;Bid Price;Ask Price;Mid Price;Cpn;Maturity;Common Eqty / Tot Assets;Debt/EBITDA;EBITDA;Earnings Assets / Int Bear Liab;Debt / Common Equity;BCLASS Level 3;TCE Ratio;Interest Coverage Ratio;Risk-Based Cap Ratio;Lev Ratio to TCE;Tier-1 Ratio;Tot Debt / Tot Capital
5259;BP985267 Corp;100.027;100.178;100.10249999999999;0.0;01/16/2026;49.1995;3.52197;1383.0;;53.715;Consumer Non-Cyclical;-169.343;5.45614;;;;34.6594
5260;BP985267 Corp;99.966;100.226;100.096;0.0;01/16/2026;49.1995;3.52197;1383.0;;53.715;Consumer Non-Cyclical;-169.343;5.45614;;;;34.6594
5261;BP985267 Corp;100.028;100.179;100.1035;0.0;01/16/2026;49.1995;3.52197;1383.0;;53.715;Consumer Non-Cyclical;-169.343;5.45614;;;;34.6594
5262;BP985267 Corp;100.025;100.175;100.1;0.0;01/16/2026;49.1995;3.52197;1383.0;;53.715;Consumer Non-Cyclical;-169.343;5.45614;;;;34.6594
5263;BP985267 Corp;100.003;100.153;100.078;0.0;01/16/2026;49.1995;3.52197;1383.0;;53.715;Consumer Non-Cyclical;-169.343;5.45614;;;;34.6594
5264;BP985267 Corp;99.998;100.15;100.07400000000001;0.0;01/16/2026;49.1995;3.52197;1383.0;;53.715;Consumer Non-Cyclical;-169.343;5.45614;;;;34.6594
5265;AM803284 Corp;100.5;101.0;100.75;3.75;03/31/2022;17.7459;5.06509;283.408;;346.565;Consumer Cyclical;11.6175;4.14759;;;;77.6068
5267;AM803284 Corp;100.375;101.0;100.6875;3.75;03/31/2022;17.7459;5.06509;283.408;;346.565;Consumer Cyclical;11.6175;4.14759;;;;77.6068
5269;AU633423 Corp;102.0;102.4;102.2;3.625;10/01/2026;25.9428;1.34068;624.7;;86.9721;Capital Goods;18.2849;8.15172;;;;46.5161
5276;ZS844967 Corp;100.65;101.225;100.9375;3.75;05/30/2025;13.3943;5.7444;93.013;;437.796;Consumer Non-Cyclical;7.71788;3.90955;;;;80.9208
5282;EJ330757 Corp;103.267;103.337;103.30199999999999;2.75;08/24/2022;7.36225;;;134.756;267.858;Banking;5.96954;;17.3;7.0;15.0;70.5043
5283;EJ330757 Corp;103.246;103.337;103.2915;2.75;08/24/2022;7.36225;;;134.756;267.858;Banking;5.96954;;17.3;7.0;15.0;70.5043
5284;EJ330757 Corp;103.282;103.344;103.31299999999999;2.75;08/24/2022;7.36225;;;134.756;267.858;Banking;5.96954;;17.3;7.0;15.0;70.5043
5285;EJ330757 Corp;103.298;103.329;103.3135;2.75;08/24/2022;7.36225;;;134.756;267.858;Banking;5.96954;;17.3;7.0;15.0;70.5043
5286;EJ330757 Corp;103.281;103.343;103.31200000000001;2.75;08/24/2022;7.36225;;;134.756;267.858;Banking;5.96954;;17.3;7.0;15.0;70.5043
5287;ZR572197 Corp;160.125;161.125;160.625;0.0;09/18/2022;;;;;;Banking;;;;;;
5288;ZR572197 Corp;160.0;161.0;160.5;0.0;09/18/2022;;;;;;Banking;;;;;;
5291;ZR572197 Corp;159.75;160.75;160.25;0.0;09/18/2022;;;;;;Banking;;;;;;
5292;EK708985 Corp;105.65;105.95;105.80000000000001;1.5;01/27/2025;7.36225;;;134.756;267.858;Banking;5.96954;;17.3;7.0;15.0;70.5043
5293;EK708985 Corp;105.702;105.81;105.756;1.5;01/27/2025;7.36225;;;134.756;267.858;Banking;5.96954;;17.3;7.0;15.0;70.5043
5294;EK708985 Corp;105.519;105.95;105.7345;1.5;01/27/2025;7.36225;;;134.756;267.858;Banking;5.96954;;17.3;7.0;15.0;70.5043
5295;EK708985 Corp;105.611;105.827;105.719;1.5;01/27/2025;7.36225;;;134.756;267.858;Banking;5.96954;;17.3;7.0;15.0;70.5043
5296;EK708985 Corp;105.694;105.844;105.769;1.5;01/27/2025;7.36225;;;134.756;267.858;Banking;5.96954;;17.3;7.0;15.0;70.5043
5297;EK708985 Corp;105.683;105.833;105.75800000000001;1.5;01/27/2025;7.36225;;;134.756;267.858;Banking;5.96954;;17.3;7.0;15.0;70.5043
5298;ZO855748 Corp;101.441;101.569;101.505;0.375;10/15/2025;4.9543;;;123.77;1375.2;Banking;4.9543;;22.9;5.3;19.9;92.5984
5299;ZO855748 Corp;101.409;101.665;101.537;0.375;10/15/2025;4.9543;;;123.77;1375.2;Banking;4.9543;;22.9;5.3;19.9;92.5984
5300;ZO855748 Corp;101.4;101.496;101.44800000000001;0.375;10/15/2025;4.9543;;;123.77;1375.2;Banking;4.9543;;22.9;5.3;19.9;92.5984
5301;ZO855748 Corp;101.343;101.843;101.593;0.375;10/15/2025;4.9543;;;123.77;1375.2;Banking;4.9543;;22.9;5.3;19.9;92.5984
5302;ZO855748 Corp;101.434;101.562;101.49799999999999;0.375;10/15/2025;4.9543;;;123.77;1375.2;Banking;4.9543;;22.9;5.3;19.9;92.5984
5303;ZO855748 Corp;101.378;101.474;101.426;0.375;10/15/2025;4.9543;;;123.77;1375.2;Banking;4.9543;;22.9;5.3;19.9;92.5984
5304;ZR989839 Corp;104.22;105.72;104.97;5.75;10/31/2026;;;;;;Communications;;;;;;
5305;ZR989839 Corp;104.58;105.342;104.961;5.75;10/31/2026;;;;;;Communications;;;;;;
5308;ZR989839 Corp;104.203;105.711;104.957;5.75;10/31/2026;;;;;;Communications;;;;;;
5311;BJ735771 Corp;101.827;101.959;101.893;0.0;12/03/2025;5.12168;;;154.614;465.385;Mortgage Assets;4.68532;;19.15;;16.78;80.8405
5312;BJ735771 Corp;101.838;101.97;101.904;0.0;12/03/2025;5.12168;;;154.614;465.385;Mortgage Assets;4.68532;;19.15;;16.78;80.8405
5313;BJ735771 Corp;101.772;101.872;101.822;0.0;12/03/2025;5.12168;;;154.614;465.385;Mortgage Assets;4.68532;;19.15;;16.78;80.8405
5315;BJ735771 Corp;101.899;101.943;101.92099999999999;0.0;12/03/2025;5.12168;;;154.614;465.385;Mortgage Assets;4.68532;;19.15;;16.78;80.8405
5316;BJ735771 Corp;101.884;101.928;101.906;0.0;12/03/2025;5.12168;;;154.614;465.385;Mortgage Assets;4.68532;;19.15;;16.78;80.8405
5318;AM611988 Corp;100.659;100.693;100.676;0.75;03/01/2022;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5319;AM611988 Corp;100.65;100.705;100.67750000000001;0.75;03/01/2022;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5320;AM611988 Corp;100.648;100.704;100.67599999999999;0.75;03/01/2022;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5321;ZS023280 Corp;102.739;102.951;102.845;0.625;04/10/2025;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5322;ZS023280 Corp;102.769;103.067;102.918;0.625;04/10/2025;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5324;ZS023280 Corp;102.729;102.947;102.838;0.625;04/10/2025;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5325;ZS023280 Corp;102.712;102.92;102.816;0.625;04/10/2025;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5326;ZO315722 Corp;100.477;100.733;100.605;0.125;09/10/2026;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5327;ZO315722 Corp;100.503;100.748;100.6255;0.125;09/10/2026;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5328;ZO315722 Corp;100.485;100.713;100.59899999999999;0.125;09/10/2026;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5329;ZO315722 Corp;100.477;100.705;100.59100000000001;0.125;09/10/2026;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5330;ZO315722 Corp;100.467;100.723;100.595;0.125;09/10/2026;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5331;ZO315722 Corp;100.464;100.656;100.56;0.125;09/10/2026;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5332;ZO315722 Corp;100.443;100.701;100.572;0.125;09/10/2026;6.24488;;;185.725;287.0;Banking;5.78931;;21.46;6.4;19.58;72.7524
5333;BN616543 Corp;101.222;101.29;101.256;0.01;01/26/2026;6.66049;;;118.954;191.804;Mortgage Assets;6.5785;;14.73;;12.83;65.3709
5334;BN616543 Corp;101.088;101.288;101.18799999999999;0.01;01/26/2026;6.66049;;;118.954;191.804;Mortgage Assets;6.5785;;14.73;;12.83;65.3709
5335;BN616543 Corp;101.223;101.291;101.257;0.01;01/26/2026;6.66049;;;118.954;191.804;Mortgage Assets;6.5785;;14.73;;12.83;65.3709
5336;BN616543 Corp;101.083;101.283;101.18299999999999;0.01;01/26/2026;6.66049;;;118.954;191.804;Mortgage Assets;6.5785;;14.73;;12.83;65.3709
5337;BN616543 Corp;101.085;101.385;101.235;0.01;01/26/2026;6.66049;;;118.954;191.804;Mortgage Assets;6.5785;;14.73;;12.83;65.3709
5338;BN616543 Corp;101.203;101.27;101.2365;0.01;01/26/2026;6.66049;;;118.954;191.804;Mortgage Assets;6.5785;;14.73;;12.83;65.3709
5339;BN616543 Corp;101.195;101.262;101.2285;0.01;01/26/2026;6.66049;;;118.954;191.804;Mortgage Assets;6.5785;;14.73;;12.83;65.3709
5340;AO143299 Corp;101.168;101.791;101.4795;3.0;07/12/2022;33.0642;7.42158;96.231;;155.986;Consumer Non-Cyclical;8.15074;10.217;;;;60.7044
5341;AO143299 Corp;101.167;101.792;101.4795;3.0;07/12/2022;33.0642;7.42158;96.231;;155.986;Consumer Non-Cyclical;8.15074;10.217;;;;60.7044
5342;AO143299 Corp;101.037;102.072;101.5545;3.0;07/12/2022;33.0642;7.42158;96.231;;155.986;Consumer Non-Cyclical;8.15074;10.217;;;;60.7044
5345;BP267661 Corp;99.5;100.0;99.75;3.375;05/15/2026;33.0642;7.42158;96.231;;155.986;Consumer Non-Cyclical;8.15074;10.217;;;;60.7044
5346;BP267661 Corp;99.552;99.802;99.677;3.375;05/15/2026;33.0642;7.42158;96.231;;155.986;Consumer Non-Cyclical;8.15074;10.217;;;;60.7044
5347;BP267661 Corp;99.542;100.005;99.7735;3.375;05/15/2026;33.0642;7.42158;96.231;;155.986;Consumer Non-Cyclical;8.15074;10.217;;;;60.7044
5348;BP267661 Corp;99.554;99.804;99.679;3.375;05/15/2026;33.0642;7.42158;96.231;;155.986;Consumer Non-Cyclical;8.15074;10.217;;;;60.7044
5349;BP267661 Corp;99.543;100.005;99.774;3.375;05/15/2026;33.0642;7.42158;96.231;;155.986;Consumer Non-Cyclical;8.15074;10.217;;;;60.7044
5352;ZR796368 Corp;119.086;120.367;119.7265;0.0;09/30/2022;42.2094;1.5786;4737.2;;84.5012;Consumer Cyclical;12.8338;20.2468;;;;45.3546
5353;ZR796368 Corp;118.991;120.272;119.6315;0.0;09/30/2022;42.2094;1.5786;4737.2;;84.5012;Consumer Cyclical;12.8338;20.2468;;;;45.3546
5354;ZR796368 Corp;119.15;120.15;119.65;0.0;09/30/2022;42.2094;1.5786;4737.2;;84.5012;Consumer Cyclical;12.8338;20.2468;;;;45.3546
5355;ZR796368 Corp;119.64;120.14;119.89;0.0;09/30/2022;42.2094;1.5786;4737.2;;84.5012;Consumer Cyclical;12.8338;20.2468;;;;45.3546
5356;ZR796368 Corp;119.035;120.316;119.6755;0.0;09/30/2022;42.2094;1.5786;4737.2;;84.5012;Consumer Cyclical;12.8338;20.2468;;;;45.3546
5357;JK952773 Corp;106.779;107.156;106.9675;1.25;05/10/2026;42.2094;1.5786;4737.2;;84.5012;Consumer Cyclical;12.8338;20.2468;;;;45.3546
5358;JK952773 Corp;106.779;107.084;106.9315;1.25;05/10/2026;42.2094;1.5786;4737.2;;84.5012;Consumer Cyclical;12.8338;20.2468;;;;45.3546
5359;JK952773 Corp;106.972;107.37;107.17099999999999;1.25;05/10/2026;42.2094;1.5786;4737.2;;84.5012;Consumer Cyclical;12.8338;20.2468;;;;45.3546
5360;JK952773 Corp;106.772;107.149;106.9605;1.25;05/10/2026;42.2094;1.5786;4737.2;;84.5012;Consumer Cyclical;12.8338;20.2468;;;;45.3546
5361;JK952773 Corp;106.78;107.134;106.957;1.25;05/10/2026;42.2094;1.5786;4737.2;;84.5012;Consumer Cyclical;12.8338;20.2468;;;;45.3546
5362;JK952773 Corp;106.642;107.047;106.8445;1.25;05/10/2026;42.2094;1.5786;4737.2;;84.5012;Consumer Cyclical;12.8338;20.2468;;;;45.3546
5363;JK952773 Corp;106.933;107.331;107.132;1.25;05/10/2026;42.2094;1.5786;4737.2;;84.5012;Consumer Cyclical;12.8338;20.2468;;;;45.3546
5364;AX644470 Corp;100.553;100.58;100.56649999999999;0.0;06/30/2022;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5365;AX644470 Corp;100.558;100.588;100.57300000000001;0.0;06/30/2022;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5366;AX644470 Corp;100.551;100.601;100.576;0.0;06/30/2022;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5367;AX644470 Corp;100.56;100.578;100.569;0.0;06/30/2022;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5368;AX644470 Corp;100.555;100.6;100.5775;0.0;06/30/2022;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5369;EK979219 Corp;101.118;101.158;101.138;0.625;07/04/2022;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5370;EK979219 Corp;101.117;101.157;101.137;0.625;07/04/2022;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5371;EK979219 Corp;101.14;101.14;101.14;0.625;07/04/2022;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5372;EK979219 Corp;101.044;101.145;101.0945;0.625;07/04/2022;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5374;EK689042 Corp;104.06;104.31;104.185;0.625;01/15/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5375;EK689042 Corp;104.26;104.367;104.3135;0.625;01/15/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5376;EK689042 Corp;104.061;104.311;104.186;0.625;01/15/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5377;EK689042 Corp;104.204;104.354;104.279;0.625;01/15/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5379;EK689042 Corp;104.259;104.313;104.286;0.625;01/15/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5380;ZP317743 Corp;102.223;102.277;102.25;0.0;02/18/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5381;ZP317743 Corp;102.1;102.37;102.235;0.0;02/18/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5382;ZP317743 Corp;102.224;102.251;102.23750000000001;0.0;02/18/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5383;ZP317743 Corp;102.211;102.247;102.229;0.0;02/18/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5385;ZP317743 Corp;102.166;102.239;102.2025;0.0;02/18/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5386;BH342241 Corp;102.259;102.334;102.29650000000001;0.01;03/31/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5387;BH342241 Corp;102.196;102.466;102.33099999999999;0.01;03/31/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5388;BH342241 Corp;102.26;102.334;102.297;0.01;03/31/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5389;BH342241 Corp;102.301;102.33;102.3155;0.01;03/31/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5390;BH342241 Corp;102.229;102.379;102.304;0.01;03/31/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5391;BH342241 Corp;102.305;102.324;102.31450000000001;0.01;03/31/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5392;AN529242 Corp;103.401;103.422;103.41149999999999;0.25;06/30/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5393;AN529242 Corp;103.275;103.545;103.41;0.25;06/30/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5394;AN529242 Corp;103.36;103.45;103.405;0.25;06/30/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5395;AN529242 Corp;103.342;103.442;103.392;0.25;06/30/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5396;AN529242 Corp;103.332;103.452;103.392;0.25;06/30/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5397;AN529242 Corp;103.228;103.389;103.3085;0.25;06/30/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5398;AU258748 Corp;103.554;103.575;103.56450000000001;0.25;09/15/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5399;AU258748 Corp;103.466;103.635;103.5505;0.25;09/15/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5400;AU258748 Corp;103.498;103.562;103.53;0.25;09/15/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5401;AU258748 Corp;103.499;103.576;103.5375;0.25;09/15/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5402;AU258748 Corp;103.509;103.572;103.54050000000001;0.25;09/15/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5403;AU258748 Corp;103.529;103.55;103.5395;0.25;09/15/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5404;JK315450 Corp;104.386;104.467;104.4265;0.375;03/09/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5405;JK315450 Corp;104.403;104.493;104.44800000000001;0.375;03/09/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5406;JK315450 Corp;104.433;104.457;104.445;0.375;03/09/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5407;JK315450 Corp;104.383;104.455;104.419;0.375;03/09/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5408;JK315450 Corp;104.388;104.46;104.424;0.375;03/09/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5409;JK315450 Corp;104.41;104.433;104.42150000000001;0.375;03/09/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5410;JK315450 Corp;104.408;104.432;104.42;0.375;03/09/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5411;BO357516 Corp;102.795;102.895;102.845;0.0;06/15/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5412;BO357516 Corp;102.794;102.874;102.834;0.0;06/15/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5413;BO357516 Corp;102.794;102.894;102.844;0.0;06/15/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5414;BO357516 Corp;102.781;102.861;102.821;0.0;06/15/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5415;BO357516 Corp;102.786;102.857;102.8215;0.0;06/15/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5416;BO357516 Corp;102.595;102.995;102.795;0.0;06/15/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5417;BO357516 Corp;102.768;102.842;102.805;0.0;06/15/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5418;AV087947 Corp;105.403;105.511;105.457;0.5;09/28/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5419;AV087947 Corp;105.355;105.555;105.45500000000001;0.5;09/28/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5420;AV087947 Corp;105.321;105.521;105.42099999999999;0.5;09/28/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5421;AV087947 Corp;105.411;105.427;105.41900000000001;0.5;09/28/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5422;AV087947 Corp;105.468;105.522;105.495;0.5;09/28/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5423;AV087947 Corp;105.451;105.478;105.46449999999999;0.5;09/28/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5424;AV087947 Corp;105.293;105.493;105.393;0.5;09/28/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5425;ZR655371 Corp;102.809;102.915;102.862;0.0;09/30/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5426;ZR655371 Corp;102.848;102.956;102.902;0.0;09/30/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5427;ZR655371 Corp;102.379;103.429;102.904;0.0;09/30/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5428;ZR655371 Corp;102.832;102.932;102.882;0.0;09/30/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5429;ZR655371 Corp;102.844;102.952;102.898;0.0;09/30/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5430;ZR655371 Corp;102.855;102.881;102.868;0.0;09/30/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5431;ZR655371 Corp;102.855;102.882;102.86850000000001;0.0;09/30/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
5432;ZO528404 Corp;104.625;105.125;104.875;1.625;09/24/2025;30.478;2.8959;1330.6;;104.225;Capital Goods;-15.0151;3.46488;;;;51.111
5436;ZO528404 Corp;104.83;105.102;104.96600000000001;1.625;09/24/2025;30.478;2.8959;1330.6;;104.225;Capital Goods;-15.0151;3.46488;;;;51.111
5437;ZO528404 Corp;104.83;105.088;104.959;1.625;09/24/2025;30.478;2.8959;1330.6;;104.225;Capital Goods;-15.0151;3.46488;;;;51.111
5438;ZQ840529 Corp;99.215;99.964;99.5895;3.375;12/15/2026;;;;;;Capital Goods;;;;;;
5440;ZQ840529 Corp;99.25;99.75;99.5;3.375;12/15/2026;;;;;;Capital Goods;;;;;;
5445;ZQ840533 Corp;99.0;99.625;99.3125;3.25;12/15/2026;;;;;;Capital Goods;;;;;;
5452;AQ108674 Corp;94.425;96.425;95.425;2.4;12/15/2025;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5453;AQ108674 Corp;93.307;94.557;93.932;2.4;12/15/2025;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5454;AQ108674 Corp;94.427;96.427;95.427;2.4;12/15/2025;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5455;AQ108674 Corp;93.305;94.555;93.93;2.4;12/15/2025;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5456;AQ108674 Corp;94.408;96.408;95.408;2.4;12/15/2025;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5457;AQ108674 Corp;94.393;96.393;95.393;2.4;12/15/2025;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5458;AQ108674 Corp;94.394;96.394;95.394;2.4;12/15/2025;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5459;AZ109763 Corp;98.341;99.712;99.0265;2.75;12/18/2026;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5460;AZ109763 Corp;98.342;99.713;99.0275;2.75;12/18/2026;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5462;AZ109763 Corp;98.328;99.699;99.0135;2.75;12/18/2026;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5463;AZ109763 Corp;98.323;99.694;99.0085;2.75;12/18/2026;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5464;AZ109763 Corp;98.302;99.673;98.98750000000001;2.75;12/18/2026;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5465;AZ109763 Corp;98.304;99.675;98.98949999999999;2.75;12/18/2026;10.8281;63.6176;14.779;;743.292;Consumer Cyclical;-4.86521;-2.63474;;;;88.1414
5466;EK772634 Corp;101.058;101.2;101.129;1.5;03/16/2022;43.6775;6.6374;3733.0;;111.312;Energy;18.3857;0.978056;;;;51.7955
5467;EK772634 Corp;101.034;101.153;101.0935;1.5;03/16/2022;43.6775;6.6374;3733.0;;111.312;Energy;18.3857;0.978056;;;;51.7955
