;Reference Security;Bid Price;Ask Price;Mid Price;Cpn;Maturity;Common Eqty / Tot Assets;Debt/EBITDA;EBITDA;Earnings Assets / Int Bear Liab;Debt / Common Equity;BCLASS Level 3;TCE Ratio;Interest Coverage Ratio;Risk-Based Cap Ratio;Lev Ratio to TCE;Tier-1 Ratio;Tot Debt / Tot Capital
2860;BJ814357 Corp;105.453;105.612;105.5325;1.375;06/10/2026;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2861;BJ814357 Corp;105.406;105.691;105.5485;1.375;06/10/2026;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2862;ZO200702 Corp;104.292;104.457;104.3745;1.375;09/03/2026;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2863;ZO200702 Corp;104.273;104.48;104.3765;1.375;09/03/2026;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2864;ZO200702 Corp;104.213;104.533;104.37299999999999;1.375;09/03/2026;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2865;ZO200702 Corp;104.302;104.508;104.405;1.375;09/03/2026;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2866;ZO200702 Corp;104.231;104.51;104.37049999999999;1.375;09/03/2026;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2867;ZO200702 Corp;104.261;104.426;104.3435;1.375;09/03/2026;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2868;ZO200702 Corp;104.211;104.493;104.352;1.375;09/03/2026;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2869;ZP388447 Corp;105.2;107.127;106.1635;1.625;01/20/2027;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2870;ZP388447 Corp;105.925;106.136;106.03049999999999;1.625;01/20/2027;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2871;ZP388447 Corp;105.915;106.182;106.0485;1.625;01/20/2027;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2872;ZP388447 Corp;105.816;106.259;106.0375;1.625;01/20/2027;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2873;ZP388447 Corp;105.9;106.156;106.028;1.625;01/20/2027;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2874;ZP388447 Corp;105.864;106.14;106.00200000000001;1.625;01/20/2027;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2875;ZP388447 Corp;105.864;106.122;105.993;1.625;01/20/2027;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
2876;AU616891 Corp;71.0;79.0;75.0;7.9;10/03/2022;-9.01272;11.7436;100.007;;;Electric;-9.10364;4.94862;;;;109.072
2881;BJ159140 Corp;71.0;79.0;75.0;7.9;10/03/2022;-9.01272;11.7436;100.007;;;Electric;-9.10364;4.94862;;;;109.072
2886;BK417155 Corp;109.125;109.875;109.5;9.0;07/15/2025;-22.6144;9.90982;298.0;;;Technology;-86.2025;0.0819952;;;;149.997
2891;BK417155 Corp;109.25;109.875;109.5625;9.0;07/15/2025;-22.6144;9.90982;298.0;;;Technology;-86.2025;0.0819952;;;;149.997
2892;JK203966 Corp;104.589;104.952;104.7705;0.75;03/02/2026;0.241676;;;;40755.7;Government Owned. No Guarantee;0.241676;;;;;99.7552
2893;JK203966 Corp;104.654;104.937;104.7955;0.75;03/02/2026;0.241676;;;;40755.7;Government Owned. No Guarantee;0.241676;;;;;99.7552
2894;JK203966 Corp;104.591;104.956;104.7735;0.75;03/02/2026;0.241676;;;;40755.7;Government Owned. No Guarantee;0.241676;;;;;99.7552
2895;JK203966 Corp;104.577;104.946;104.7615;0.75;03/02/2026;0.241676;;;;40755.7;Government Owned. No Guarantee;0.241676;;;;;99.7552
2896;JK203966 Corp;104.569;104.938;104.7535;0.75;03/02/2026;0.241676;;;;40755.7;Government Owned. No Guarantee;0.241676;;;;;99.7552
2897;JK203966 Corp;104.554;104.918;104.736;0.75;03/02/2026;0.241676;;;;40755.7;Government Owned. No Guarantee;0.241676;;;;;99.7552
2898;JK203966 Corp;104.542;104.911;104.7265;0.75;03/02/2026;0.241676;;;;40755.7;Government Owned. No Guarantee;0.241676;;;;;99.7552
2899;BM728105 Corp;100.783;100.963;100.87299999999999;0.0;12/01/2025;22.7451;;;;;Brokerage Assetmanagers Exchanges;22.7422;;;;;
2900;BM728105 Corp;100.74;101.026;100.883;0.0;12/01/2025;22.7451;;;;;Brokerage Assetmanagers Exchanges;22.7422;;;;;
2901;BM728105 Corp;100.785;100.965;100.875;0.0;12/01/2025;22.7451;;;;;Brokerage Assetmanagers Exchanges;22.7422;;;;;
2902;BM728105 Corp;100.735;101.021;100.878;0.0;12/01/2025;22.7451;;;;;Brokerage Assetmanagers Exchanges;22.7422;;;;;
2903;BM728105 Corp;100.772;100.952;100.862;0.0;12/01/2025;22.7451;;;;;Brokerage Assetmanagers Exchanges;22.7422;;;;;
2904;BM728105 Corp;100.751;100.931;100.84100000000001;0.0;12/01/2025;22.7451;;;;;Brokerage Assetmanagers Exchanges;22.7422;;;;;
2905;BM728105 Corp;100.64;100.855;100.7475;0.0;12/01/2025;22.7451;;;;;Brokerage Assetmanagers Exchanges;22.7422;;;;;
2906;BO084171 Corp;101.12;101.54;101.33000000000001;0.0;02/22/2026;4.0377;2.26066;1850.8;;57.1551;Brokerage Assetmanagers Exchanges;0.302765;39.2698;;;;34.9696
2908;BO084171 Corp;101.075;101.286;101.1805;0.0;02/22/2026;4.0377;2.26066;1850.8;;57.1551;Brokerage Assetmanagers Exchanges;0.302765;39.2698;;;;34.9696
2909;BO084171 Corp;101.112;101.329;101.22049999999999;0.0;02/22/2026;4.0377;2.26066;1850.8;;57.1551;Brokerage Assetmanagers Exchanges;0.302765;39.2698;;;;34.9696
2910;BO084171 Corp;101.062;101.273;101.16749999999999;0.0;02/22/2026;4.0377;2.26066;1850.8;;57.1551;Brokerage Assetmanagers Exchanges;0.302765;39.2698;;;;34.9696
2911;BO084171 Corp;101.04;101.25;101.14500000000001;0.0;02/22/2026;4.0377;2.26066;1850.8;;57.1551;Brokerage Assetmanagers Exchanges;0.302765;39.2698;;;;34.9696
2912;BO084171 Corp;101.044;101.344;101.19399999999999;0.0;02/22/2026;4.0377;2.26066;1850.8;;57.1551;Brokerage Assetmanagers Exchanges;0.302765;39.2698;;;;34.9696
2913;BO822310 Corp;103.5;104.5;104.0;9.0;04/19/2026;11.0879;;91.418;;716.814;Other Financial;11.0879;;;;;87.7573
2920;BK423838 Corp;107.685;109.255;108.47;0.875;07/15/2025;20.1721;;-747.8;;268.836;Consumer Cyclical;-4.83284;-12.6121;;;;72.8249
2921;BK423838 Corp;107.976;109.307;108.64150000000001;0.875;07/15/2025;20.1721;;-747.8;;268.836;Consumer Cyclical;-4.83284;-12.6121;;;;72.8249
2922;BK423838 Corp;108.26;108.86;108.56;0.875;07/15/2025;20.1721;;-747.8;;268.836;Consumer Cyclical;-4.83284;-12.6121;;;;72.8249
2923;BK423838 Corp;107.655;109.235;108.445;0.875;07/15/2025;20.1721;;-747.8;;268.836;Consumer Cyclical;-4.83284;-12.6121;;;;72.8249
2924;BK423838 Corp;107.565;109.155;108.36;0.875;07/15/2025;20.1721;;-747.8;;268.836;Consumer Cyclical;-4.83284;-12.6121;;;;72.8249
2925;BK423838 Corp;107.536;108.786;108.161;0.875;07/15/2025;20.1721;;-747.8;;268.836;Consumer Cyclical;-4.83284;-12.6121;;;;72.8249
2926;BQ528381 Corp;101.857;102.109;101.983;0.01;07/22/2026;6.6014;;;;998.409;Public Sector Loans;6.40219;;18.4;;15.7;90.8959
2927;BQ528381 Corp;102.083;102.113;102.098;0.01;07/22/2026;6.6014;;;;998.409;Public Sector Loans;6.40219;;18.4;;15.7;90.8959
2928;BQ528381 Corp;101.94;102.07;102.005;0.01;07/22/2026;6.6014;;;;998.409;Public Sector Loans;6.40219;;18.4;;15.7;90.8959
2929;BQ528381 Corp;102.083;101.985;102.03399999999999;0.01;07/22/2026;6.6014;;;;998.409;Public Sector Loans;6.40219;;18.4;;15.7;90.8959
2931;BQ528381 Corp;101.83;102.083;101.9565;0.01;07/22/2026;6.6014;;;;998.409;Public Sector Loans;6.40219;;18.4;;15.7;90.8959
2932;BQ528381 Corp;101.967;102.018;101.9925;0.01;07/22/2026;6.6014;;;;998.409;Public Sector Loans;6.40219;;18.4;;15.7;90.8959
2933;ZQ615969 Corp;102.505;95.637;99.071;0.3;11/20/2026;6.6014;;;;998.409;Local Authority;6.40219;;18.4;;15.7;90.8959
2934;ZQ615969 Corp;94.635;95.635;95.135;0.3;11/20/2026;6.6014;;;;998.409;Local Authority;6.40219;;18.4;;15.7;90.8959
2935;ZQ615969 Corp;102.663;103.203;102.93299999999999;0.3;11/20/2026;6.6014;;;;998.409;Local Authority;6.40219;;18.4;;15.7;90.8959
2936;ZQ615969 Corp;102.522;103.144;102.833;0.3;11/20/2026;6.6014;;;;998.409;Local Authority;6.40219;;18.4;;15.7;90.8959
2937;ZQ615969 Corp;102.613;103.152;102.8825;0.3;11/20/2026;6.6014;;;;998.409;Local Authority;6.40219;;18.4;;15.7;90.8959
2938;ZQ615969 Corp;102.547;103.024;102.7855;0.3;11/20/2026;6.6014;;;;998.409;Local Authority;6.40219;;18.4;;15.7;90.8959
2939;BQ062229 Corp;100.354;100.534;100.444;0.25;06/22/2026;5.11232;;;117.357;221.13;Banking;5.11232;;36.1;5.2;31.2;68.86
2940;BQ062229 Corp;100.358;100.503;100.4305;0.25;06/22/2026;5.11232;;;117.357;221.13;Banking;5.11232;;36.1;5.2;31.2;68.86
2941;BQ062229 Corp;100.471;100.541;100.506;0.25;06/22/2026;5.11232;;;117.357;221.13;Banking;5.11232;;36.1;5.2;31.2;68.86
2942;BQ062229 Corp;100.35;100.495;100.4225;0.25;06/22/2026;5.11232;;;117.357;221.13;Banking;5.11232;;36.1;5.2;31.2;68.86
2943;BQ062229 Corp;100.343;100.523;100.43299999999999;0.25;06/22/2026;5.11232;;;117.357;221.13;Banking;5.11232;;36.1;5.2;31.2;68.86
2944;BQ062229 Corp;100.318;100.498;100.408;0.25;06/22/2026;5.11232;;;117.357;221.13;Banking;5.11232;;36.1;5.2;31.2;68.86
2945;BQ062229 Corp;100.355;100.446;100.4005;0.25;06/22/2026;5.11232;;;117.357;221.13;Banking;5.11232;;36.1;5.2;31.2;68.86
2946;EK693975 Corp;100.488;100.505;100.4965;0.625;01/21/2022;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2947;EK693975 Corp;100.493;100.573;100.53299999999999;0.625;01/21/2022;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2948;EK693975 Corp;100.414;100.614;100.51400000000001;0.625;01/21/2022;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2949;AN733164 Corp;100.611;100.644;100.6275;0.25;06/02/2022;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2950;AN733164 Corp;100.623;100.664;100.6435;0.25;06/02/2022;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2951;AN733164 Corp;100.615;100.639;100.627;0.25;06/02/2022;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2952;AN733164 Corp;100.616;100.64;100.628;0.25;06/02/2022;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2953;AQ666674 Corp;102.932;103.072;103.00200000000001;0.5;01/17/2025;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2954;AQ666674 Corp;102.94;103.6;103.27;0.5;01/17/2025;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2955;AQ666674 Corp;102.933;103.074;103.0035;0.5;01/17/2025;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2956;AQ666674 Corp;102.943;103.084;103.0135;0.5;01/17/2025;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2957;AQ666674 Corp;103.025;103.078;103.0515;0.5;01/17/2025;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2958;AQ666674 Corp;103.019;103.072;103.0455;0.5;01/17/2025;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
2959;EF066805 Corp;96.0;99.0;97.5;;08/29/2025;5.01396;;;;1296.06;Government Owned. No Guarantee;4.99639;;24.7;;;92.837
2965;AV031423 Corp;104.333;104.653;104.493;1.0;04/22/2025;15.3224;;;;149.86;Consumer Non-Cyclical;15.3224;-0.0861486;;;;59.9776
2966;AV031423 Corp;104.288;104.822;104.555;1.0;04/22/2025;15.3224;;;;149.86;Consumer Non-Cyclical;15.3224;-0.0861486;;;;59.9776
2968;AV031423 Corp;104.284;104.819;104.5515;1.0;04/22/2025;15.3224;;;;149.86;Consumer Non-Cyclical;15.3224;-0.0861486;;;;59.9776
2969;AV031423 Corp;104.411;104.66;104.5355;1.0;04/22/2025;15.3224;;;;149.86;Consumer Non-Cyclical;15.3224;-0.0861486;;;;59.9776
2970;AV031423 Corp;104.396;104.589;104.4925;1.0;04/22/2025;15.3224;;;;149.86;Consumer Non-Cyclical;15.3224;-0.0861486;;;;59.9776
2971;EG585721 Corp;105.369;105.469;105.419;5.625;07/04/2022;9.64322;3.5756;2324.3;;808.773;Transportation;-477.087;6.43012;;;;88.9856
2972;EG585721 Corp;105.323;105.426;105.3745;5.625;07/04/2022;9.64322;3.5756;2324.3;;808.773;Transportation;-477.087;6.43012;;;;88.9856
2973;EG585721 Corp;105.368;105.468;105.418;5.625;07/04/2022;9.64322;3.5756;2324.3;;808.773;Transportation;-477.087;6.43012;;;;88.9856
2974;EG585721 Corp;105.367;105.468;105.4175;5.625;07/04/2022;9.64322;3.5756;2324.3;;808.773;Transportation;-477.087;6.43012;;;;88.9856
2976;AU573176 Corp;105.079;105.429;105.25399999999999;1.0;09/26/2025;22.8849;4.38292;5775.0;;155.783;Transportation;-50.1698;3.27136;;;;58.534
2977;AU573176 Corp;105.081;105.431;105.256;1.0;09/26/2025;22.8849;4.38292;5775.0;;155.783;Transportation;-50.1698;3.27136;;;;58.534
2978;AU573176 Corp;105.069;105.419;105.244;1.0;09/26/2025;22.8849;4.38292;5775.0;;155.783;Transportation;-50.1698;3.27136;;;;58.534
2979;AU573176 Corp;105.063;105.413;105.238;1.0;09/26/2025;22.8849;4.38292;5775.0;;155.783;Transportation;-50.1698;3.27136;;;;58.534
2980;AU573176 Corp;105.064;105.57;105.317;1.0;09/26/2025;22.8849;4.38292;5775.0;;155.783;Transportation;-50.1698;3.27136;;;;58.534
2981;AU573176 Corp;105.051;105.401;105.226;1.0;09/26/2025;22.8849;4.38292;5775.0;;155.783;Transportation;-50.1698;3.27136;;;;58.534
2982;ZR441696 Corp;101.301;101.503;101.402;0.2;03/18/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2983;ZR441696 Corp;101.341;101.579;101.46;0.2;03/18/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2984;ZR441696 Corp;101.384;101.501;101.4425;0.2;03/18/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2985;ZR441696 Corp;101.335;101.573;101.454;0.2;03/18/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2986;ZR441696 Corp;101.334;101.572;101.453;0.2;03/18/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2987;ZR441696 Corp;101.347;101.518;101.4325;0.2;03/18/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2988;ZR441696 Corp;101.345;101.47;101.4075;0.2;03/18/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2989;BH342314 Corp;110.838;111.078;110.958;2.1;09/30/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2990;BH342314 Corp;110.831;111.096;110.96350000000001;2.1;09/30/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2991;BH342314 Corp;110.84;111.022;110.93100000000001;2.1;09/30/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2992;BH342314 Corp;110.822;111.013;110.9175;2.1;09/30/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2993;BH342314 Corp;110.796;111.03;110.91300000000001;2.1;09/30/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2994;BH342314 Corp;110.793;110.983;110.888;2.1;09/30/2026;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
2995;AO084401 Corp;100.81;101.915;101.36250000000001;3.25;07/11/2022;40.4236;10.1976;144.956;;133.89;Other Financial;35.8135;2.88852;;;;57.0849
2996;AO084401 Corp;100.86;102.065;101.4625;3.25;07/11/2022;40.4236;10.1976;144.956;;133.89;Other Financial;35.8135;2.88852;;;;57.0849
2999;AO084401 Corp;100.86;102.035;101.44749999999999;3.25;07/11/2022;40.4236;10.1976;144.956;;133.89;Other Financial;35.8135;2.88852;;;;57.0849
3000;AO429226 Corp;100.867;114.34;107.6035;5.625;08/15/2025;-11.8663;;290.3;;;Consumer Non-Cyclical;-218.014;0.46437;;;;122.57
3001;AO429226 Corp;100.868;114.368;107.618;5.625;08/15/2025;-11.8663;;290.3;;;Consumer Non-Cyclical;-218.014;0.46437;;;;122.57
3002;AO429226 Corp;100.869;114.363;107.616;5.625;08/15/2025;-11.8663;;290.3;;;Consumer Non-Cyclical;-218.014;0.46437;;;;122.57
3004;AO429226 Corp;100.874;114.362;107.618;5.625;08/15/2025;-11.8663;;290.3;;;Consumer Non-Cyclical;-218.014;0.46437;;;;122.57
3005;AO429226 Corp;100.873;114.335;107.604;5.625;08/15/2025;-11.8663;;290.3;;;Consumer Non-Cyclical;-218.014;0.46437;;;;122.57
3006;BO084082 Corp;100.732;100.943;100.8375;0.01;02/23/2026;4.09137;;;292.016;549.377;Local Authority;4.05196;;11.15;;9.34;84.6006
3007;BO084082 Corp;100.737;100.906;100.8215;0.01;02/23/2026;4.09137;;;292.016;549.377;Local Authority;4.05196;;11.15;;9.34;84.6006
3008;BO084082 Corp;100.754;100.891;100.8225;0.01;02/23/2026;4.09137;;;292.016;549.377;Local Authority;4.05196;;11.15;;9.34;84.6006
3009;BO084082 Corp;100.724;100.936;100.83000000000001;0.01;02/23/2026;4.09137;;;292.016;549.377;Local Authority;4.05196;;11.15;;9.34;84.6006
3010;BO084082 Corp;100.734;100.874;100.804;0.01;02/23/2026;4.09137;;;292.016;549.377;Local Authority;4.05196;;11.15;;9.34;84.6006
3011;BO084082 Corp;100.682;100.864;100.773;0.01;02/23/2026;4.09137;;;292.016;549.377;Local Authority;4.05196;;11.15;;9.34;84.6006
3012;BO084082 Corp;100.695;100.902;100.79849999999999;0.01;02/23/2026;4.09137;;;292.016;549.377;Local Authority;4.05196;;11.15;;9.34;84.6006
3013;ZP354474 Corp;102.413;102.795;102.604;0.625;07/15/2025;45.0752;7.85407;1697.46;;90.8494;REITs;28.4714;1.4639;;;;44.4156
3014;ZP354474 Corp;102.516;102.789;102.6525;0.625;07/15/2025;45.0752;7.85407;1697.46;;90.8494;REITs;28.4714;1.4639;;;;44.4156
3016;ZP354474 Corp;102.46;102.652;102.556;0.625;07/15/2025;45.0752;7.85407;1697.46;;90.8494;REITs;28.4714;1.4639;;;;44.4156
3017;ZP354474 Corp;102.451;102.64;102.5455;0.625;07/15/2025;45.0752;7.85407;1697.46;;90.8494;REITs;28.4714;1.4639;;;;44.4156
3018;ZP354474 Corp;102.438;102.623;102.5305;0.625;07/15/2025;45.0752;7.85407;1697.46;;90.8494;REITs;28.4714;1.4639;;;;44.4156
3019;AW661655 Corp;110.227;110.462;110.34450000000001;2.5;01/16/2026;45.0752;7.85407;1697.46;;90.8494;REITs;28.4714;1.4639;;;;44.4156
3020;AW661655 Corp;110.279;110.589;110.434;2.5;01/16/2026;45.0752;7.85407;1697.46;;90.8494;REITs;28.4714;1.4639;;;;44.4156
3021;AW661655 Corp;110.234;110.467;110.3505;2.5;01/16/2026;45.0752;7.85407;1697.46;;90.8494;REITs;28.4714;1.4639;;;;44.4156
3022;AW661655 Corp;110.208;110.453;110.3305;2.5;01/16/2026;45.0752;7.85407;1697.46;;90.8494;REITs;28.4714;1.4639;;;;44.4156
3023;AW661655 Corp;110.219;110.452;110.3355;2.5;01/16/2026;45.0752;7.85407;1697.46;;90.8494;REITs;28.4714;1.4639;;;;44.4156
3024;AW661655 Corp;110.193;110.429;110.311;2.5;01/16/2026;45.0752;7.85407;1697.46;;90.8494;REITs;28.4714;1.4639;;;;44.4156
3025;AW661655 Corp;110.18;110.424;110.302;2.5;01/16/2026;45.0752;7.85407;1697.46;;90.8494;REITs;28.4714;1.4639;;;;44.4156
3026;EK591661 Corp;100.128;100.142;100.13499999999999;0.0;11/17/2021;6.41278;;;;1426.0;Mortgage Assets;6.41278;;26.6;;23.6;93.4469
3027;EK591661 Corp;100.134;100.142;100.138;0.0;11/17/2021;6.41278;;;;1426.0;Mortgage Assets;6.41278;;26.6;;23.6;93.4469
3028;AM019648 Corp;100.238;100.258;100.24799999999999;0.05;01/11/2022;6.41278;;;;1426.0;Mortgage Assets;6.41278;;26.6;;23.6;93.4469
3029;AM019648 Corp;100.185;100.305;100.245;0.05;01/11/2022;6.41278;;;;1426.0;Mortgage Assets;6.41278;;26.6;;23.6;93.4469
3030;AM019648 Corp;100.221;100.241;100.231;0.05;01/11/2022;6.41278;;;;1426.0;Mortgage Assets;6.41278;;26.6;;23.6;93.4469
3031;EI954266 Corp;101.921;102.121;102.021;4.25;01/18/2022;7.87665;;;;448.996;Banking;7.70284;;22.1;7.1;20.1;80.6048
3032;EI954266 Corp;102.049;102.062;102.0555;4.25;01/18/2022;7.87665;;;;448.996;Banking;7.70284;;22.1;7.1;20.1;80.6048
3033;EI954266 Corp;102.013;102.059;102.036;4.25;01/18/2022;7.87665;;;;448.996;Banking;7.70284;;22.1;7.1;20.1;80.6048
3034;EJ070593 Corp;101.953;101.984;101.9685;2.75;03/21/2022;6.41278;;;;1426.0;Mortgage Assets;6.41278;;26.6;;23.6;93.4469
3035;EJ070593 Corp;101.963;101.975;101.969;2.75;03/21/2022;6.41278;;;;1426.0;Mortgage Assets;6.41278;;26.6;;23.6;93.4469
3036;EJ070593 Corp;101.944;101.974;101.959;2.75;03/21/2022;6.41278;;;;1426.0;Mortgage Assets;6.41278;;26.6;;23.6;93.4469
3037;AW776382 Corp;100.658;100.706;100.682;0.201;07/25/2022;7.87665;;;;448.996;Banking;7.70284;;22.1;7.1;20.1;80.6048
3038;AW776382 Corp;100.682;100.701;100.69149999999999;0.201;07/25/2022;7.87665;;;;448.996;Banking;7.70284;;22.1;7.1;20.1;80.6048
3039;AW776382 Corp;100.675;100.726;100.7005;0.201;07/25/2022;7.87665;;;;448.996;Banking;7.70284;;22.1;7.1;20.1;80.6048
3040;AW776382 Corp;100.672;100.706;100.689;0.201;07/25/2022;7.87665;;;;448.996;Banking;7.70284;;22.1;7.1;20.1;80.6048
3042;AT047159 Corp;104.099;104.159;104.129;0.625;06/19/2025;6.41278;;;;1426.0;Mortgage Assets;6.41278;;26.6;;23.6;93.4469
3043;AT047159 Corp;104.065;104.123;104.094;0.625;06/19/2025;6.41278;;;;1426.0;Mortgage Assets;6.41278;;26.6;;23.6;93.4469
3044;AT047159 Corp;104.082;104.134;104.108;0.625;06/19/2025;6.41278;;;;1426.0;Mortgage Assets;6.41278;;26.6;;23.6;93.4469
